taxa_id,Kingdom,Phylum,Class,Orders,Family,Genus,Species,common_name,RecordsWithDenominators,NeoplasiaWithDenominators,NeoplasiaPrevalence,-,MalignancyKnown,Malignant,MalignancyPrevalence,PropMalignant,Benign,BenignPrevalence,PropBenign,--,RecordsFromAllSources,NeoplasiaFromAllSources,Necropsies,#Sources,SE_simple
17029,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias sibiricus,Siberian Chipmunk,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4025,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Synchiropus,Synchiropus splendidus,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
1380,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Coleonyx,Coleonyx mitratus,NA,11,2,0.181818182,-,2,2,0.181818182,1,0,0,0,-,11,2,11,3,0.301511345
4095,Animalia,Chordata,Aves,Musophagiformes,Musophagidae,Tauraco,Tauraco leucolophus,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,4,0.5
654,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Batagur,Batagur borneoensis,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,5,0.447213595
2542,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis gulosus,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
19809,Animalia,Mollusca,Gastropoda,NA,Partulidae,Partula,Partula dentifera,Partula dentifera,21,0,0,-,0,0,0,NA,0,0,NA,-,21,0,21,1,0.21821789
382,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser indicus,Bar-headed Goose,14,1,0.071428571,-,1,1,0.071428571,1,0,0,0,-,14,1,14,6,0.267261242
2692,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Macropharyngodon,Macropharyngodon meleagris,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1804,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Chloebia,Chloebia gouldiae,Gouldian finch,121,5,0.041322314,-,5,5,0.041322314,1,0,0,0,-,121,5,121,10,0.090909091
3585,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Ptychocheilus,Ptychocheilus lucius,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
3251,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,Phelsuma flavigularis,NA,18,0,0,-,0,0,0,NA,0,0,NA,-,18,0,18,5,0.23570226
4743,Animalia,Chordata,Reptilia,Squamata,Natricidae,Natrix,Natrix natrix,Grass snake,12,0,0,-,0,0,0,NA,0,0,NA,-,12,0,12,1,0.288675135
19673,Animalia,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,Pseudorasbora,Pseudorasbora parva,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
2857,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,Molothrus ater,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
856,Animalia,Chordata,Aves,Psittaciformes,Cacatuidae,Cacatua,Cacatua leadbeateri,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
4537,Animalia,Chordata,Chondrichthyes,Rajiformes,Rhinobatidae,Zapteryx,Zapteryx exasperata,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
366,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis zeus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4438,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus beccarii,NA,31,8,0.258064516,-,8,5,0.161290323,0.625,3,0.096774194,0.375,-,31,8,31,7,0.179605302
1473,Animalia,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,Cottus bairdii,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
7786,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,Gazella arabica,Arabian Gazelle,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
2397,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,Incilius nebulifer,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,3,0.447213595
677,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,Bitis caudalis,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
14278,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,Lissotriton boscai,Boscas newt,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
4257,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,Triaenodon obesus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1375,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Coendou,Coendou rothschildi,NA,11,2,0.181818182,-,2,2,0.181818182,1,0,0,0,-,11,2,11,9,0.301511345
3851,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Serranus,Serranus tortugarum,Chalk Seabass,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
1302,Animalia,Chordata,Mammalia,Carnivora,Canidae,Chrysocyon,Chrysocyon brachyurus,Maned Wolf,19,3,0.157894737,-,35,2,0.105263158,0.571428571,0,0,0.428571429,-,52,36,19,14,0.229415734
3058,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus maculatus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1799,Animalia,Chordata,Aves,Passeriformes,Turdidae,Erithacus,Erithacus rubecula,European robin,8,0,0,-,0,0,0,NA,0,0,NA,-,8,0,8,2,0.353553391
3039,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
3051,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,Opistognathus,Opistognathus aurifrons,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,3,0.447213595
386,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Antaresia,Antaresia maculosa,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
2422,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,Kinosternon flavescens,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
3550,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus erythropygius,NA,6,1,0.166666667,-,1,1,0.166666667,1,0,0,0,-,6,1,6,1,0.40824829
1692,Animalia,Chordata,Amphibia,Anura,Alytidae,Discoglossus,Discoglossus nigriventer,NA,10,0,0,-,0,0,0,NA,0,0,NA,-,10,0,10,6,0.316227766
2618,Animalia,Chordata,Aves,Passeriformes,Estrilididae,Lonchura,Lonchura oryzivora,Java sparrow,35,4,0.114285714,-,4,1,0.028571429,0.25,3,0.085714286,0.75,-,35,4,35,5,0.169030851
19615,Animalia,Hexacorallia,Scleractinia,Fungiina,Fungiidae,Heliofungia,Heliofungia actiniformis,Plate Coral,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
768,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,Bradypodion dracomontanum,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
1099,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus neglectus,NA,8,0,0,-,0,0,0,NA,0,0,NA,-,8,0,8,8,0.353553391
3661,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Rhacophorus,Rhacophorus reinwardtii,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
19713,Animalia,Acanthopterygii,Perciformes,Gobiiformes,Gobiidae,Gobiodon,Gobiodon okinawae,Yellow Clown Goby,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1559,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,Ctenosaura bakeri,Bakers spiny tail iguana,80,0,0,-,0,0,0,NA,0,0,NA,-,80,0,80,2,0.111803399
847,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Bycanistes,Bycanistes bucinator,NA,6,1,0.166666667,-,1,1,0.166666667,1,0,0,0,-,6,1,6,4,0.40824829
1998,Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Gerrhosaurus,Gerrhosaurus validus,NA,8,1,0.125,-,1,1,0.125,1,0,0,0,-,8,1,8,5,0.353553391
1118,Animalia,Chordata,Actinopterygii,Perciformes,Ephippidae,Chaetodipterus,Chaetodipterus faber,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,2,0.5
1572,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cuora,Cuora trifasciata,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3555,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus viridis,NA,16,2,0.125,-,2,1,0.0625,0.5,1,0.0625,0.5,-,16,2,16,7,0.25
19681,Animalia,Pleocyemata,Anomura,Galatheoidea,Galatheidae,Galathea,Galathea strigosa,Squat Lobster,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
711,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,Bolitoglossa mexicana,NA,18,0,0,-,0,0,0,NA,0,0,NA,-,18,0,18,5,0.23570226
2417,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Kerodon,Kerodon rupestris,NA,4,1,0.25,-,2,1,0.25,0.5,0,0,0.5,-,5,2,4,3,0.5
1568,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cuora,Cuora galbinifrons,NA,5,0,0,-,0,0,0,NA,0,0,NA,-,5,0,5,2,0.447213595
4272,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Trichoglossus,Trichoglossus haematodus,Coconut lorikeet,190,5,0.026315789,-,5,3,0.015789474,0.6,2,0.010526316,0.4,-,190,5,190,19,0.072547625
16396,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Notopteridae,Xenomystus,Xenomystus nigri,Black African Knife Fish,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1818,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Estrilda,Estrilda troglodytes,NA,1,1,1,-,1,1,1,1,0,0,0,-,1,1,1,1,1
3031,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,Ogcocephalus,Ogcocephalus nasutus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
25,Animalia,Chordata,Reptilia,Squamata,Anguidae,Abronia,Abronia taeniata,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
72,Animalia,Chordata,Reptilia,Squamata,Boidae,Acrantophis,Acrantophis dumerili,Dumerils Boa,22,4,0.181818182,-,4,2,0.090909091,0.5,2,0.090909091,0.5,-,22,4,22,14,0.213200716
19477,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Polyboroides,Poloybroides typus,African Harrier Hawk,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
1892,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco pelegrinoides,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19658,Animalia,Acanthopterygii,Perciformes,Cichliformes,Cichlidae,Konia,Konia eisentrauti,Konia Barombi Mbo Cichlid,11,0,0,-,0,0,0,NA,0,0,NA,-,11,0,11,1,0.301511345
3687,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Rhynchopsitta,Rhynchopsitta pachyrhyncha,NA,23,0,0,-,0,0,0,NA,0,0,NA,-,23,0,23,8,0.208514414
3990,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,Strix varia,NA,7,0,0,-,0,0,0,NA,0,0,NA,-,7,0,7,6,0.377964473
128,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Aglaiocercus,Aglaiocercus kingii,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
4387,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Neotrygon,Urobatis jamaicensis,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
2346,Animalia,Chordata,Mammalia,Rodentia,Neosomyidae,Hypogeomys,Hypogeomys antimena,Malagasy giant jumping rat,14,2,0.142857143,-,2,2,0.142857143,1,0,0,0,-,14,2,14,1,0.267261242
3648,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,Recurvirostra americana,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,1,0.5
1394,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,Coluber flagellum,NA,1,1,1,-,1,1,1,1,0,0,0,-,1,1,1,1,1
1426,Animalia,Chordata,Reptilia,Squamata,Boidae,Corallus,Corallus cookii,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
903,Animalia,Chordata,Aves,Anseriformes,Anatidae,Callonetta,Callonetta leucophrys,Malayan pit viper,15,0,0,-,0,0,0,NA,0,0,NA,-,15,0,15,3,0.25819889
2386,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,Ictinia mississippiensis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2092,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax favagineus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
701,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiga,Boiga dendrophila,Mangrove Snake,68,1,0.014705882,-,1,1,0.014705882,1,0,0,0,-,68,1,68,6,0.121267813
4284,Animalia,Chordata,Reptilia,Squamata,Viperidae,Cryptelytrops,Trimeresurus albolabris,White Lipped Tree Viper,14,2,0.142857143,-,2,2,0.142857143,1,0,0,0,-,14,2,14,2,0.267261242
19465,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Pseudotropheus,Pseudotropheus socolofi,Mbuna cichlid,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
19719,Animalia,Ostariophysi,Siluriformes,Callichthyidae,Corydoradinae,Aspidoras,Aspidoras albater,False Macropterus,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
19683,Animalia,Blattodea,Blattoidea,Blattidae,Blattinae,Periplaneta,Periplaneta australasiae,Cockroach,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
572,Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus,Atelopus zeteki,Panamanian Golden frog,137,1,0.00729927,-,6,1,0.00729927,0.166666667,0,0,0.833333333,-,142,6,137,22,0.085435766
1839,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,Eulemur fulvus,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,3,0.5
2744,Animalia,Chordata,Aves,Anseriformes,Anatidae,Marmaronetta,Marmaronetta angustirostris,Marbled teal,8,0,0,-,0,0,0,NA,0,0,NA,-,8,0,8,5,0.353553391
3540,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Pterapogon,Pterapogon kauderni,NA,7,2,0.285714286,-,2,1,0.142857143,0.5,1,0.142857143,0.5,-,7,2,7,4,0.377964473
1542,Animalia,Chordata,Reptilia,Squamata,Crotaphytidae,Crotaphytus,Crotaphytus bicinctores,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
7376,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,Ptilinopus cinctus,Black-backed Fruit Dove,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
1055,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,Centropyge loriculus,Pygmy Flame Angel Fish,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,4,0.5
1757,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Enhydra,Enhydra lutris,NA,6,1,0.166666667,-,2,0,0,0,1,0.166666667,1,-,7,2,6,5,0.40824829
2037,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla,Gorilla,40,9,0.225,-,9,6,0.15,0.666666667,3,0.075,0.333333333,-,40,9,40,13,0.158113883
1917,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,Fukomys damarensis,NA,2,1,0.5,-,16,1,0.5,0.6875,0,0,0.3125,-,17,16,2,2,0.707106781
1104,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cereopsis,Cereopsis novaehollandiae,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
3080,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Osteoglossum,Osteoglossum bicirrhosum,Silver arowana,17,0,0,-,0,0,0,NA,0,0,NA,-,17,0,17,12,0.242535625
2759,Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Matobosaurus,Matobosaurus validus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1620,Animalia,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio,Koi carp,60,12,0.2,-,10,8,0.133333333,0.8,2,0.033333333,0.2,-,60,12,60,15,0.129099445
2817,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,Meriones unguiculatus,Gerbil,9,2,0.222222222,-,2,2,0.222222222,1,0,0,0,-,9,2,9,2,0.333333333
1981,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Geoclemys,Geoclemys hamiltonii,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3173,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Paroaria,Paroaria coronata,Red-crested Cardinal,34,1,0.029411765,-,1,0,0,0,1,0.029411765,1,-,34,1,34,14,0.171498585
19651,Animalia,Pleurostigmophora,Scolopendromorpha,Scolopendridae,Scolopendrinae,Scolopendra,Scolopendra angulata,Trinidad Centipede,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1703,Animalia,Chordata,Reptilia,Squamata,Colubridae,Drymarchon,Drymarchon melanurus,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,3,0.577350269
35,Animalia,Chordata,Reptilia,Squamata,Hydrophiidae,Acanthophis,Acanthophis antarcticus,Death Adder,19,2,0.105263158,-,2,1,0.052631579,0.5,1,0.052631579,0.5,-,19,2,19,3,0.229415734
3473,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,Progne subis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
304,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas rhynchotis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3447,Animalia,Chordata,Reptilia,Squamata,Viperidae,Porthidium,Porthidium dunni,NA,5,1,0.2,-,0,0,0,NA,0,0,NA,-,5,1,5,2,0.447213595
1546,Animalia,Chordata,Aves,Passeriformes,Corvidae,Crypsirina,Crypsirina temia,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2902,Animalia,Chordata,Actinopteri,Characiformes,Serrasalmidae,Myloplus,Myloplus rubripinnis,NA,9,0,0,-,0,0,0,NA,0,0,NA,-,9,0,9,2,0.333333333
19372,Animalia,Teleostei,Ostariophysi,Characiformes,Gasteropelecidae,Thoracocharax,Thoracocharax securis,Giant Hatchetfish,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,1,0.707106781
3635,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Ramphocelus,Ramphocelus carbo,NA,23,0,0,-,0,0,0,NA,0,0,NA,-,23,0,23,10,0.208514414
8908,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,Strix hylophila,Rusty Barred Owl,10,0,0,-,0,0,0,NA,0,0,NA,-,10,0,10,1,0.316227766
2934,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso vlamingii,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,3,0.577350269
4048,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,Tadorna tadornoides,NA,6,0,0,-,0,0,0,NA,0,0,NA,-,6,0,6,5,0.40824829
19818,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Blaps,Blaps mucronata,Churchyard Beetle,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
825,Animalia,Chordata,Amphibia,Anura,Bufonidae,Peltophryne,Peltophryne lemur,Puerto Rican crested toad,226,19,0.084070796,-,17,8,0.03539823,0.470588235,9,0.039823009,0.529411765,-,226,19,226,16,0.066519011
19618,Animalia,Anura,Dendrobatoidea,Dendrobatidae,Dendrobatinae,Dendrobates,Dendrobates truncatus,Yellow and Black Poison Frog,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2558,Animalia,Chordata,Reptilia,Squamata,Colubridae,Leptophis,Leptophis ahaetulla,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3250,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,Phelsuma abbotti,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1287,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis viridis,Blue-green Chromis,11,0,0,-,0,0,0,NA,0,0,NA,-,11,0,11,1,0.301511345
2822,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops nubicus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1722,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta tricolor,NA,1,1,1,-,1,1,1,1,0,0,0,-,1,1,1,1,1
1736,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,Elaphe taeniura,NA,16,3,0.1875,-,2,0,0,0,2,0.125,1,-,16,3,16,2,0.25
3876,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,Siren intermedia,NA,4,1,0.25,-,1,1,0.25,1,0,0,0,-,4,1,4,4,0.5
3800,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes melanops,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
2168,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,Hemidactylus imbricatus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3681,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Rhinoptera,Rhinoptera bonasus,NA,68,1,0.014705882,-,1,1,0.014705882,1,0,0,0,-,68,1,68,6,0.121267813
4430,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus coronatus,Crowned Lapwing,8,0,0,-,0,0,0,NA,0,0,NA,-,8,0,8,3,0.353553391
3777,Animalia,Chordata,Aves,Ciconiiformes,Scopidae,Scopus,Scopus umbretta,Hammerkop,20,1,0.05,-,1,0,0,0,1,0.05,1,-,20,1,20,11,0.223606798
145,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Megaceryle,Alcedo atthis,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3519,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Pseudotriton ruber,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,1,0.577350269
4115,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Teratoscincus,Teratoscincus scincus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
3549,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus castanotis,NA,7,0,0,-,0,0,0,NA,0,0,NA,-,7,0,7,1,0.377964473
3367,Animalia,Chordata,Amphibia,Urodela,Plethodontidae,Plethodon,Plethodon yonahlossee,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
1075,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,Cephaloscyllium laticeps,NA,7,0,0,-,0,0,0,NA,0,0,NA,-,7,0,7,4,0.377964473
3347,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,Platycercus elegans,NA,10,2,0.2,-,2,1,0.1,0.5,1,0.1,0.5,-,10,2,10,5,0.316227766
888,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
4076,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,Tangara schrankii,NA,4,0,0,-,0,0,0,NA,0,0,NA,-,4,0,4,2,0.5
4289,Animalia,Chordata,Reptilia,Squamata,Viperidae,Trimeresurus,Trimeresurus gramineus,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
3748,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus taeniopterus,NA,2,0,0,-,0,0,0,NA,0,0,NA,-,2,0,2,2,0.707106781
19612,Animalia,Mollusca,Gastropoda,NA,Partulidae,Samoana,Samoana ganymedes,Marquesan Tree Snail,15,0,0,-,0,0,0,NA,0,0,NA,-,15,0,15,1,0.25819889
2665,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Luxilus,Luxilus chrysocephalus,NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
408,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Antilope,Antilope cervicapra,NA,5,1,0.2,-,1,1,0.2,1,0,0,0,-,5,1,5,2,0.447213595
4150,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis sauritus,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,3,0.577350269
845,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,Butorides striata',NA,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
2160,Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,Heloderma suspectum,Gila Monster,63,11,0.174603175,-,21,10,0.158730159,0.714285714,1,0.015873016,0.285714286,-,73,21,63,17,0.125988158
4245,Animalia,Chordata,Mammalia,Artiodactyla,Tragulidae,Tragulus,Tragulus javanicus,NA,3,0,0,-,0,0,0,NA,0,0,NA,-,3,0,3,2,0.577350269
4816,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza cirlus,Cirl Bunting,1,0,0,-,0,0,0,NA,0,0,NA,-,1,0,1,1,1
360,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis porcatus,NA,9,0,0,-,0,0,0,NA,0,0,NA,-,9,0,9,3,0.333333333
1377,Animalia,Chordata,Aves,Passeriformes,Coerebidae,Coereba,Coereba flaveola,NA,9,0,0,-,0,0,0,NA,0,0,NA,-,9,0,9,3,0.333333333
1733,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,Elaphe flavirufra,NA,4,2,0.5,-,2,2,0.5,1,0,0,0,-,4,2,4,1,0.5
